RED1,RED2,OCCURRENCE,ISSUE
2,19,79,21136 21134 21107 21087 21066 20085 20070 19144 19095 19014 18129 18104 18102 18071 18062 18050 18031 17096 16126 16108 16010 15138 15134 15108 15100 15058 15019 15014 14109 14104 14085 14055 14045 14019 14015 13147 13087 13072 13014 12098 12063 12036 11141 11061 11038 11033 11030 11019 10151 10144 10074 10061 10055 10052 10026 10021 09115 09101 09089 09066 09018 08122 08090 07138 07098 07085 07060 07046 06106 06093 06038 05126 05084 05039 04101 04088 03074 03070 03043 
2,20,83,22043 22039 22008 21118 21109 21001 20134 20022 20017 20013 19089 19021 18107 18097 18081 18077 18005 17139 17116 16152 16148 16136 16135 16090 16014 15133 15088 15058 15047 14124 14111 14098 14093 14082 14019 13127 13103 13094 13073 13068 13022 13019 13014 12111 12090 12084 12062 12052 11136 11045 11036 10108 10084 10083 10077 10055 10045 09106 09037 09016 08054 08017 07104 07098 07001 06123 06119 06108 06092 06090 06072 06070 06047 06021 06003 05139 05084 05062 05050 04115 04069 04034 03043 
2,21,70,22008 22002 21039 21036 21023 21007 20121 20097 20090 20089 20082 20070 20045 20013 19121 19095 18102 18086 18064 18005 17117 17065 17029 16150 16120 16090 16087 15100 15026 15010 14127 14066 14055 14029 14019 14016 13027 12136 12043 11131 11090 11074 11061 11023 11022 10144 10130 10083 10077 09141 09079 09070 08154 08011 07136 07064 06092 06085 06072 06044 06024 06021 05104 05039 05029 05006 04103 03073 03060 03054 
2,22,84,21101 21023 21004 20134 20110 20059 20045 20022 19150 19140 19106 19090 19089 19072 19046 18132 18107 18103 18029 17128 17116 17077 17068 17064 17025 17021 16152 16047 16020 16015 15133 15108 15073 15054 15026 14121 14111 14079 14071 14046 14045 14032 13127 13118 13096 13094 13007 12111 12082 12039 12032 12016 12006 11136 11108 11071 11036 11023 10083 10061 10026 10023 10019 08154 08131 08121 08017 08013 07055 07027 06047 06038 06026 06021 05063 05029 05012 05009 04088 04069 04028 04020 03074 03024 
2,23,77,22043 22002 21144 21089 21087 21043 21041 21023 21018 20090 20001 19107 19041 19036 19020 18103 18090 18086 18073 17074 17069 17054 17042 17029 16121 16092 16078 15136 15119 15004 14127 14114 14085 14057 14026 13090 13087 13041 12147 12134 12034 11137 11038 11017 10150 10142 10141 10108 10083 10063 10055 10052 10013 09064 09011 08121 08052 08036 08018 08008 07105 07064 07047 07034 06145 06093 06090 06037 05139 05128 05104 05062 05041 04073 03073 03050 03030 
2,24,88,21115 21089 21087 21043 21040 21039 21009 20086 20085 19151 19127 19041 18103 18077 18062 17139 17064 17051 17039 17036 17007 16092 16084 16020 16008 15138 15133 15108 15088 15067 15047 15004 14130 14124 14043 14016 13090 13087 13041 13039 13027 12147 12109 12081 12070 12063 12052 12032 11144 11141 11106 11089 11069 11038 11036 11030 10147 10132 10108 10081 10077 10063 10023 10019 09115 09101 09083 09066 08090 07110 07107 07027 06126 06108 06085 06072 06037 05131 05102 05041 05021 04088 04068 04053 03087 03050 03041 03010 
2,25,77,22043 22002 21134 21107 21050 21018 21009 21007 20121 20110 20097 20059 20022 19046 18104 18097 18062 18029 18018 17145 17051 17029 17018 16121 16120 16098 16081 16015 16010 15085 15067 15059 15052 15019 14135 14082 14071 14058 13123 13068 12090 12081 12016 12006 11132 11131 11090 11080 11030 11023 11021 10149 10124 10122 10021 10012 09121 09111 09003 08081 08054 07138 07136 07034 07009 06123 06085 06050 06037 05126 05066 05049 05017 04101 04053 04001 03041 
2,26,77,22036 21144 21109 21066 21041 21036 20134 20097 20090 20066 20056 20034 20001 19151 19125 19105 19041 18086 18081 17124 17007 17006 16148 16140 16108 16090 16084 16078 16015 15073 15054 15052 15047 15019 14082 13093 13086 13019 13007 12109 12098 12084 12077 12066 12043 12036 11145 11108 11074 11045 11017 10151 10142 10106 10081 10061 10019 09063 08154 08122 08061 08018 08008 07052 07046 07001 06145 05126 05081 05050 05021 04101 04036 04035 03081 03050 03029 
2,27,71,22043 21115 21023 20086 20031 20021 20017 20004 19150 19144 19125 19107 19106 19021 19020 18031 18018 17151 17036 17027 16136 16014 15134 15124 15108 15085 15073 15047 15014 14127 14104 14079 14061 13068 13037 12063 12033 10142 10141 10122 10081 10052 10023 10019 09105 09100 09027 09018 08144 08121 08019 08008 07027 07022 07009 06119 06070 06051 06024 06022 05132 05049 05047 05029 05017 05009 04035 04034 03074 03030 03012 
2,28,69,21136 21050 21040 21023 20129 20112 20106 20066 19123 19095 19020 19008 18102 18097 18027 18005 17145 17139 17132 17124 17099 17064 17054 16121 16120 15136 15085 15082 14121 14111 14109 14104 14079 14061 13104 13096 13087 13073 13070 13037 13018 13016 12136 12084 12077 12014 11087 11074 11071 09141 09083 09064 08036 08013 07110 07107 07088 07055 07048 06145 06123 06106 06047 05066 04073 04020 04018 03087 03060 
2,29,90,21101 21040 21039 20121 20089 20052 20039 20001 19150 19126 19125 18146 18104 18100 18006 17128 17124 17099 17096 17069 17009 17006 16136 16098 16092 16078 16053 16008 15136 15088 15085 14098 14093 14085 14082 14064 14032 14029 13096 13093 13090 13039 13018 12109 12098 12090 12084 12082 12081 12066 12039 12006 11141 11108 11089 11074 11033 10150 10120 10106 10074 10052 10045 10022 09141 09106 09064 08144 08059 08052 08001 07136 07105 07088 07085 07060 07055 07052 06090 06026 06015 05132 05128 05041 05039 05009 04069 04051 03081 03029 
2,30,89,22003 21107 21066 20097 20089 20082 20022 20013 20001 19144 19138 19123 19121 19114 19106 19072 19010 18031 17116 17074 17068 17029 17027 16148 16081 15082 15014 14130 14121 14114 14086 14055 14015 13147 13096 13070 13040 13018 12090 12072 12051 12014 11145 11137 11134 11089 11071 11069 10150 10149 10147 10084 10065 10016 09130 09121 09120 09105 09100 09079 09063 09031 09018 09003 08011 07091 07085 07047 06119 06108 06051 06044 06038 05104 05081 05063 05052 05029 05021 04115 04036 04035 04034 04018 03081 03073 03059 03024 03012 
2,31,80,22036 22002 21134 21118 21101 21092 21039 21033 21001 20090 20056 20042 20021 19138 19121 18005 17128 17074 17071 17069 17068 17018 16098 16053 16024 15134 15119 15088 15067 15016 15010 14124 14098 14061 14057 13093 12111 12109 12098 12070 12062 12051 11136 11134 11080 11036 11021 10130 10083 10022 09141 09092 09079 09070 09066 09037 08121 08081 08061 08059 08052 08019 07141 07091 06145 06050 06044 05102 05100 05021 05017 05012 05009 05006 04115 04068 04044 04032 04020 03054 
2,32,78,21041 21018 21009 21007 20112 20090 20053 20052 20034 20004 19138 19126 19107 19046 19036 19008 18133 17139 17116 17071 17047 17025 17022 17021 16140 16111 16098 16081 16008 15059 14114 14064 14015 13118 13085 13037 13007 12147 12070 12034 12006 12002 11106 11080 11074 11045 11019 10065 10056 10022 09089 09066 09063 09027 09015 08131 08121 08059 08011 07104 07091 06149 06123 06047 06037 06026 06015 05139 05052 05050 04088 04044 04035 03074 03044 03043 03029 03022 
2,33,64,21066 21033 20129 20053 20052 20045 20004 19126 19106 19105 19014 18100 18062 18005 17054 17047 17021 17007 17006 16135 16051 16008 15026 14135 14130 14124 14114 14043 14032 14015 13127 13118 13111 13072 12066 12043 12034 12006 11137 11132 11108 11030 11019 11017 10132 10016 10012 09100 09031 09016 08144 08018 07088 07072 06126 06106 06034 05139 05128 05104 04115 03084 03054 03044 
3,4,64,22026 22013 21052 20120 20006 19129 19060 18120 18049 18045 18021 17067 17023 16056 16036 15106 15044 14065 14040 14034 14006 13141 13054 12071 12070 11087 11073 11037 11016 10099 10045 10027 09152 09124 09055 09045 08079 08042 08012 08002 07141 07099 07087 07079 07069 07059 07033 07015 06151 06131 06127 06121 06057 06029 06025 06022 06017 05070 05027 04118 04053 04037 03087 03035 
3,5,92,21117 21081 21026 20006 19117 19097 18137 18088 18052 17132 17086 17081 16058 15132 15124 15072 15012 14144 14078 14065 14060 13141 13078 13044 12141 12126 12093 12088 12057 12052 12018 11112 11111 11087 11078 11073 11070 11032 11006 10094 10041 10006 10005 09145 09134 09126 09114 09102 09069 09020 08148 08117 08079 08034 08012 08005 07150 07131 07130 07125 07116 07098 07094 07087 07012 06149 06078 06072 06054 06008 05141 05138 05130 05109 05094 05083 05047 04116 04103 04081 04076 04060 04028 04015 04003 03087 03061 03059 03042 03039 03035 03014 
3,6,86,22006 21082 21052 21020 21012 20051 20009 19135 19109 19090 19080 19079 19052 18148 18135 18104 18056 18052 18045 18021 18017 17105 17087 17086 17075 17073 17071 16075 16070 16023 15033 14144 14137 14088 14078 14074 14040 13111 13074 13043 13023 12148 12113 12058 12052 12018 12015 12003 11085 11064 11053 11037 11023 11015 10153 10042 10030 10028 10017 10005 10002 09126 09045 09028 09014 09003 08104 08097 08089 08031 07141 07133 07059 07021 06151 06121 05138 05051 05027 05018 05012 04031 04003 03072 03059 03049 
3,7,96,22021 22013 22008 21137 21047 21020 21004 20126 20113 20084 20064 19133 19129 19109 19048 19022 18099 18076 17147 17136 17105 17079 17017 16146 16145 16108 16066 16039 16036 15078 15053 14072 14016 14006 13050 12110 12089 12072 12026 12002 11126 11098 11095 11068 11064 11039 11032 10148 10141 10094 10014 10006 10002 09130 09102 09089 09059 09048 09020 08117 08116 08102 07147 07137 07133 07131 07124 07117 07116 07108 07089 07059 07052 07023 07012 07004 06118 06104 06068 06054 06029 05150 05145 05111 05088 05047 04118 04117 04087 04014 04001 03066 03049 03045 03042 03014 
3,8,80,22029 21016 21004 20051 20009 19128 19102 19090 19080 18099 18076 18040 18028 17083 17017 16108 16056 16048 16031 16011 15150 15141 15128 15010 14150 14108 14103 14065 14063 14034 13111 13074 13054 13008 12141 12115 12061 12040 12034 12025 12020 12003 11095 11061 10144 10098 10056 10005 09102 09091 09005 08104 08097 08095 08010 07137 07119 07089 07087 07052 07043 07028 07015 07010 06118 06017 05145 05141 05070 05049 05047 04116 04087 04085 04080 04071 03072 03066 03035 03014 
3,9,71,22008 22006 21119 21076 21020 21016 20120 20107 20095 20069 19129 19079 19052 18145 18052 17132 17054 16036 15050 14144 14137 14108 14103 14078 14075 14001 13151 13124 13070 12113 12072 12040 12026 12025 12002 11109 11088 11001 10133 10081 10078 10044 09146 09014 08148 08097 08042 08038 08034 08014 07148 07130 07117 07041 07027 07021 06146 06131 06035 06029 06015 06008 05137 05130 05094 05083 05079 04103 04102 04053 04051 
3,10,86,22029 22026 22013 21137 21135 21119 21109 21079 20120 20113 20077 20069 20054 20006 19135 19049 19048 18135 18125 18078 18011 17136 17112 17067 17026 17017 16121 16117 16100 16087 16079 16044 16031 16023 16011 15112 14144 14103 14065 13151 13070 13059 12144 12110 12089 12087 12015 12002 11125 11095 11068 11053 11039 10047 10030 09126 09020 09010 08117 08079 08049 08043 08038 08020 07121 07117 07043 07011 07004 06118 06068 06054 06041 06031 05150 05143 05108 05049 04051 04028 04022 04001 03088 03042 03035 03006 
3,11,84,21119 21097 21082 21055 21020 20107 20078 20075 20058 20051 20032 19135 19117 19098 19047 19022 19019 18137 18135 18125 18049 18028 18021 18019 18017 17023 16087 16070 16056 15150 15132 15128 15100 14137 14088 14075 14040 14039 13044 12148 12087 12061 11085 10078 10042 10017 09145 09114 09091 09089 09048 09004 08089 08042 08038 08034 08031 08014 08010 07150 07133 07130 07119 07116 07098 07069 07043 07041 07038 07033 07021 06149 06127 06088 06070 05138 05078 04122 04085 04060 04037 04014 03072 03035 
3,12,64,22045 22040 21133 21097 21055 20126 20058 19128 19112 19102 19098 19048 18088 18019 17110 17105 17026 16145 16079 16064 16044 16038 15124 15050 14143 14058 14040 13115 13056 13053 13011 12144 12126 12061 12020 11073 11070 11053 10153 10110 10028 10017 09134 09130 09114 09072 09069 09028 08102 08091 08049 08042 08016 07108 07069 06064 06031 05141 05115 05108 05067 04118 04102 04098 
3,13,83,22029 21097 21082 21047 21026 21016 21001 20075 20069 20032 19052 19049 19031 19026 18145 18119 18040 17132 17087 17086 16066 16048 16040 16038 15133 15093 15044 14092 14074 14072 14058 14016 13127 13053 13050 13031 12144 12113 12110 12089 12087 12072 12010 11126 11078 11061 11032 11015 11013 11006 10126 10092 10068 10056 10055 10047 10045 10041 10006 09130 09059 09004 08141 08049 08020 07150 07133 07124 07119 07108 07042 07028 07023 07004 06146 06082 06070 06035 06022 05109 04098 04076 03049 
3,14,80,22040 22036 21137 21012 20126 20078 20032 20009 19112 19098 19090 19068 19060 19014 18125 18119 18101 18099 18078 18028 17144 17112 17087 17083 17081 17079 17071 16117 16089 16088 16087 16064 16048 15044 14150 14088 14060 14058 13074 13054 13043 13031 12089 12087 12061 11079 11044 11032 10014 10006 09135 09102 09098 09091 09014 08117 08095 08091 08016 07099 07079 07069 07051 07043 07038 07036 07010 06068 06064 06029 05150 05083 05070 05051 04122 04117 04116 04022 03083 03045 
3,15,69,22026 22006 21016 20045 20032 19129 19031 19026 18147 18137 18125 18076 18052 17110 16146 16048 16034 16011 14040 14039 14001 13130 13124 13043 13031 13023 12130 12126 12058 12033 12026 11125 11109 11079 11068 11032 10144 10027 09145 09134 09098 09048 09031 09028 09014 09005 09003 08038 08031 08020 08005 07138 07089 07011 06149 06082 06074 06015 05148 05143 05137 05130 05111 05109 05078 04102 04051 03045 03042 
3,16,73,22040 22036 21055 21047 20095 20084 20078 20077 20006 19133 19128 19102 19052 18134 18119 18019 17144 17112 17073 16146 16088 16075 16056 15050 15044 14136 14088 13130 13115 13066 13046 12033 11112 11109 11079 11044 11039 11016 11013 11006 10098 10037 10030 10028 10013 09149 09146 09094 08097 08089 08043 08012 07148 07131 07124 07054 07051 07042 07030 07025 06151 06042 06041 06031 06022 05141 05111 05083 05070 05067 05012 04103 04071 
3,17,80,22045 21135 21117 21109 21107 21043 21004 20095 20084 19128 19112 19109 19098 19061 19019 18147 18078 17018 16146 16130 16117 16064 15100 15053 15050 14078 14063 14050 14006 13118 13115 13078 13066 13043 13011 13008 12148 12033 12025 11088 11073 11037 11016 10133 10099 10078 10005 09048 09024 09010 09005 09004 08104 08097 08014 08010 07148 07141 07138 07116 07033 07023 07010 06127 06095 06078 06057 06025 05148 05145 05143 05109 04076 04071 04037 04014 04003 03047 03045 03041 
3,18,82,22045 22013 21124 21081 21043 21016 21012 21001 20123 20069 19097 19048 19047 19031 19019 18148 18134 18120 18078 18040 18028 17136 17067 17023 16088 16070 16066 16058 16056 16044 16039 15124 15060 14143 14103 14092 14060 13115 13078 13059 13050 13044 13023 12113 12061 12020 11126 11112 11087 11006 10148 10141 10126 10068 10013 10006 10005 09149 09069 09055 09014 08129 08092 08002 07147 07137 07125 07094 07054 07033 07025 07015 06057 06041 06008 05150 05115 05088 04015 03083 03059 03041 
3,19,84,22045 21135 21133 21107 21052 21026 20133 20123 20058 20054 20051 20009 19128 19079 19061 19052 19026 19014 18148 18104 18049 17110 17087 17075 17026 16145 16108 16101 16066 16064 16040 16039 16031 16023 15141 15112 15100 14136 14092 14072 14039 13151 13074 13046 12141 12093 12071 12057 12010 11068 11061 10153 10144 10092 10055 10041 10037 09152 09135 09126 09089 09020 09010 08049 08038 07150 07138 07124 07098 07094 07089 07042 07038 06127 06074 06029 06025 06005 05141 05111 05051 04031 04022 03072 
3,20,91,22008 21109 21026 21012 21001 20095 20075 19102 19080 19068 19060 19026 18137 18056 17147 17144 17086 17083 16149 16145 16066 16058 16040 16036 15133 15121 15112 15078 15072 15047 14143 14108 14039 14001 13127 13066 13046 12141 12130 12115 12058 12052 11111 11098 11088 11078 11001 10126 10068 10055 10047 10045 10042 09146 09098 09072 09010 08141 08079 08012 07137 07125 07108 07098 07079 07028 06123 06095 06088 06072 06070 06005 05150 05145 05143 05138 05130 05088 05079 05078 05067 05051 04082 04080 04037 04031 04022 04014 03066 03061 03042 
3,21,92,22008 21137 21135 21117 21076 21052 20078 20077 20064 20045 19133 19031 19022 18148 18056 18019 18011 17147 17136 17075 16130 16087 16034 15121 15100 15093 15072 15033 15010 14063 14016 14006 13054 13031 13008 12148 12116 12093 12071 12057 12015 11098 11088 11085 11073 11070 11061 11023 11013 10145 10144 10133 10066 10047 10044 10037 09152 09072 09069 09005 08116 08102 08095 08034 08031 08016 08014 08010 07121 07087 07079 07038 07036 07030 07012 06095 06072 06064 06057 06041 06035 05067 05051 05027 04103 04081 04071 04031 03088 03061 03014 03006 
3,22,79,22026 22021 22006 21124 21081 21055 21004 20133 20113 20045 19090 19049 18145 17112 17086 17023 17017 16100 16038 16036 16034 16011 15133 15128 15078 15053 15012 14150 14092 14075 14065 14063 13127 13118 13053 13050 12130 12110 12087 12071 12040 12018 11098 11078 11053 11023 11016 11013 10066 10053 09149 09146 09124 09094 09055 08148 08116 08089 08043 08005 08002 07137 07131 07121 07030 07027 07025 07015 06151 06131 06104 06078 05138 05018 05012 04122 04028 04015 03088 
3,23,80,21081 21076 21043 20133 20126 20084 19112 19060 19049 18147 18145 18137 18049 18040 18028 18021 18019 18011 17112 17110 17079 17073 17054 17017 16149 16146 16130 16121 16100 16070 16040 16034 15106 15012 14108 14050 13124 12126 12088 12071 12034 12020 12015 11126 11112 11095 10148 10141 10078 10068 10055 10044 10017 10013 10002 09126 09124 09098 09069 09059 09045 09028 09024 09020 08091 07148 07054 07036 07025 06146 06082 06042 05148 05137 05115 05094 05018 04080 04015 03039 
3,24,82,22026 22021 21137 21079 21047 21043 20107 20075 19133 19097 19080 19068 19061 19019 17136 17083 16101 16079 16058 15133 15047 14150 14016 13059 13046 13011 12126 12115 12093 12088 12070 12052 12026 12003 11125 11112 11095 11085 11079 11068 11039 11001 10145 10110 10099 10081 10053 10037 09055 09010 08129 08116 08104 08042 08005 07150 07147 07094 07027 06088 06072 06064 06025 06005 05148 05108 05088 05079 04122 04117 04082 04081 04080 04060 04053 04031 03088 03087 03066 03049 03041 03039 
3,25,79,21107 21097 21026 20107 20077 20054 19097 19047 19019 18145 18119 18104 18099 18045 17147 17105 17081 17079 17018 16121 16088 16023 15141 15093 14143 14137 14060 14058 14050 14034 13141 13124 13056 13050 13043 13008 12089 12058 12040 12026 12025 12010 11111 11037 11023 10041 10030 10027 09094 09091 09003 08141 08129 08102 08049 08005 08002 07138 07119 07079 07021 07011 07004 06123 06088 06074 05137 05130 05079 05049 05018 04117 04098 04087 04076 04053 04001 03049 03041 
3,26,81,22036 22029 22021 21109 21082 21012 20123 20095 20069 20058 20054 20032 20009 19129 19098 19068 18120 18101 18056 18045 18017 17105 17083 17081 17073 16149 16108 16064 16040 16031 15078 15047 14143 14092 14050 13078 13056 13046 13044 12116 12115 12058 12018 12010 11126 11044 11015 11001 10133 10110 10081 10037 10027 10014 09145 09094 09028 08148 07147 07117 07052 07051 07041 07025 07012 06131 06088 06042 06005 05078 05070 05067 04098 04087 04080 04037 04014 04003 03083 03047 03006 
3,27,85,21133 21117 20133 20077 20064 19135 19112 19061 19060 19026 18147 18120 18119 18011 17079 17026 16130 16100 16039 15141 15124 15112 15060 15047 14144 14136 14075 14006 14001 13115 13078 13059 13011 12144 12141 12088 12057 12033 12025 11125 11111 11044 11015 10148 10145 10141 10126 10110 10099 10094 10092 10081 10053 10044 09152 09059 08092 08089 08043 08010 07147 07131 07130 07125 07121 07116 07099 07051 07030 07027 06121 06104 06070 06035 06022 06005 05094 05049 05047 04082 04081 04060 03072 03039 03006 
3,28,71,22045 21119 21097 21079 21055 20126 20107 20051 19117 19109 19049 18021 17132 17087 17054 16130 16121 16117 16079 16038 16034 15141 15132 15128 15121 14108 13151 13070 13056 13054 13044 11087 11070 10145 10126 10092 10068 10053 10014 09152 09134 09124 09004 08148 08095 08092 08020 07148 07121 07089 07054 07033 07012 07011 06146 06123 06104 06082 06064 06054 06042 06041 06008 05145 05079 04102 04060 03087 03083 03061 03047 
3,29,69,21124 21119 21079 21047 20133 20123 19048 18135 18104 18101 18088 18076 17075 17067 16100 16075 16070 16038 16023 16011 15150 15121 15078 15033 15012 14137 14088 14075 14001 13059 13056 13011 12116 12020 12003 11088 11079 11078 11064 11039 11016 11015 10098 10045 10041 09149 09091 09072 09055 08141 08116 08095 08034 08016 08002 07059 07052 07028 06095 06082 06035 06015 05148 05111 05108 04085 04082 04071 04051 
